@timestamp,Attacker,AttackerPort,VictimPort,Victim,DnsQName
2026-02-09T07:00:32.044841753Z,192.168.1.50,,,8.8.8.8,cortg-qahev.lhgzoynerf.egd_-.ltudtfzl_-.c6_-.gkouofl_-.w6qee2rwq3r330rey9q96280r7yqwtq4_-.lgxketl_-.78ee9t8383tw817w150e7594ry575482_-.tfegroful_-.1t2y8605800766y50qtqq612r3772q70_-.hkgyostl_-.64_-.815.vtwd.k7w.in.
2026-02-09T07:00:32.045000595Z,192.168.1.50,,,8.8.8.8,sl4kca.0.224.MUK7H3YZYLIT2K2AG56TAMBQGAYDAMDCHA2WCMSHOUEQ3QHU7NNZ4AJIYGGOWEZ.67LYHJHVCKVDG3HCNI7IDBOIR5AFWLA7PP7L4YP37NIJARAIXN6C6C6ORBYHBRE.JU4KRXQC6TYOMU2YUDR5JESBVJ6HTENXHSQTBNUU4GPWDPLU.
2026-02-09T07:00:32.044890742Z,192.168.1.50,,,8.8.8.8,ltKCB.ghQDQKaTZHSqET.eGD_-.QHO_-.QrLtKCTk_-.cQlZ7.K7W.IN.
2026-02-09T07:01:01.220146553Z,192.168.0.184,,,192.168.0.1,dii8cp-launches.appsflyersdk.com.
2026-02-09T07:01:01.225875920Z,192.168.0.184,,,192.168.0.1,dii8cp-launches.appsflyersdk.com.
2026-02-09T07:00:32.044944015Z,192.168.1.50,,,8.8.8.8,3.1O19sR0094409893P374P18qr8324S83969qqrQ193S4236q09r39p8S47r1032.O6NP5R741q033393648s247p01N84NOQq0oQ6S5P26o530409278P8006R5RR90.r70q7q9239SN81444O3Pp76Q82QR3105O3.082Qq674o3S41966646srRp89s372379rq199s2n.I.00.s.sopHoSXl.net.
2026-02-09T07:00:32.044917430Z,192.168.1.50,,,8.8.8.8,z5oang.1.424.UASHEOJ7RABQTAFCIGNI3BXHTAGV6V2HRQHZGKSBFOR67KVWIKHXTHUX7GQ57ES.Y2KQUW37CFNIISV5KI66UB3X5IP6ZB33K3VBUAPQAFSYF6G33D356DS7UEJDV4B.GQ7NS6N6XO2XKACYHVXMPPTHOYKGYOOCCTXUKTEWUV5DTHGCUK5KUW3IIDEEOOH.2QAPOVHSJLA888888.d793c547.cnr.io.
2026-02-09T07:00:32.015862426Z,192.168.0.184,,,192.168.0.1,dns.msftncsi.com.
2026-02-09T07:00:32.045026329Z,192.168.1.50,,,8.8.8.8,3.1o19SS009N9rO968P3p7o9nqR830N2N4n958Rr8QNo8s10rs5262SR740qSq522.088por741Q437393648S2Q125S12qRN970O3ps5RP6O53040237n5801rR9s2nn.q9125n9n29SnS0694773N309q0oo0037o8s51oNp9511QR.N4nP20n071qPS2708PRqs93q2S63030810PNOo85.I.00.s.SoPhoSXL.neT.
2026-02-09T07:00:32.009874187Z,192.168.0.184,,,192.168.0.1,dii8cp-launches.appsflyersdk.com.
2026-02-09T07:00:32.015888939Z,192.168.0.184,,,192.168.0.1,dii8cp-conversions.appsflyersdk.com.
2026-02-09T07:00:32.017598625Z,192.168.0.184,,,192.168.0.1,dii8cp-cdn-settings.appsflyersdk.com.
2026-02-09T07:00:32.042198880Z,192.168.1.50,,,8.8.8.8,erf.hxwyxzxkt-qr.egd_-.c3_-.egfyou_-.qrxfozegfyou_-.218420qr772y8q3eqe839686.k7w.in.
2026-02-09T07:00:32.009219197Z,192.168.0.184,,,192.168.0.1,dii8cp-cdn-settings.appsflyersdk.com.
2026-02-09T07:00:32.043183023Z,192.168.1.50,,,8.8.8.8,3sfbo1.0.224.MUK7H3YZYLIT2K2AG56TAMBQGAYDAMDCHA2TSY444DGHQF62YYNI7P6RLXBY4HS.ZF2CVQ5RLGEYS5SA43HCHUQK7TOLBOBEVWYEPZ5S32B5U7WETY6O2A3EYTI7CZT.FFY2FB7WPXYAS4EQB6SL5BX2N7GWQKKBAZVGAA2J7JK4H45P2DN7PDHSX7EUIXR.S27L3V5ICQ5GEKIP2K5AIGLXWVDMT.d90d6802.cnr.io.
2026-02-09T07:00:32.017630753Z,192.168.0.184,,,192.168.0.1,api.blinkit.com.
2026-02-09T07:00:32.009812777Z,192.168.0.184,,,192.168.0.1,ipv6.msftncsi.com.
2026-02-09T07:00:32.015834744Z,192.168.0.184,,,192.168.0.1,play-fe.googleapis.com.
